"y_true","y_pred","y_pred_clipped"
5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
5,4.53719008264463,4.53719008264463
5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4,4.53719008264463,4.53719008264463
5,4.53719008264463,4.53719008264463
4.5,4.35,4.35
4.5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
5,4.53719008264463,4.53719008264463
5,4.53719008264463,4.53719008264463
5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
3.5,3.67058823529412,3.67058823529412
4.5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
5,4.53719008264463,4.53719008264463
3.5,3.30882352941176,3.30882352941176
4,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4,4.53719008264463,4.53719008264463
4,3.67058823529412,3.67058823529412
3,3.30882352941176,3.30882352941176
4.5,4.53719008264463,4.53719008264463
5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4.5,4.35,4.35
4,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4.5,4.35,4.35
5,4.21875,4.21875
4.5,4.53719008264463,4.53719008264463
4.5,4.21875,4.21875
3,3.06896551724138,3.06896551724138
4.5,4.53719008264463,4.53719008264463
4,3.30882352941176,3.30882352941176
4.5,4.25,4.25
3.5,3.06896551724138,3.06896551724138
4.5,4.35,4.35
4,3.67058823529412,3.67058823529412
4.5,4.53719008264463,4.53719008264463
4,3.67058823529412,3.67058823529412
3.5,3.30882352941176,3.30882352941176
4,4.21875,4.21875
3,3.06896551724138,3.06896551724138
4.5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4,4.53719008264463,4.53719008264463
3,3.06896551724138,3.06896551724138
4.5,3.30882352941176,3.30882352941176
5,4.53719008264463,4.53719008264463
4,3.30882352941176,3.30882352941176
5,4.53719008264463,4.53719008264463
4,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
4.5,4.53719008264463,4.53719008264463
3,3.67058823529412,3.67058823529412
4,4.25,4.25
4.5,4.53719008264463,4.53719008264463
4.5,3.67058823529412,3.67058823529412
4,3.67058823529412,3.67058823529412
4.5,3.67058823529412,3.67058823529412
3.5,3.67058823529412,3.67058823529412
5,3.67058823529412,3.67058823529412
4.5,3.67058823529412,3.67058823529412
4.5,4.21875,4.21875
4.5,4.53719008264463,4.53719008264463
3.5,3.67058823529412,3.67058823529412
3.5,3.67058823529412,3.67058823529412
4,4.53719008264463,4.53719008264463
3,3.30882352941176,3.30882352941176
4.5,3.67058823529412,3.67058823529412
3.5,3.67058823529412,3.67058823529412
2.5,3.30882352941176,3.30882352941176
2.5,3.67058823529412,3.67058823529412
4,3.06896551724138,3.06896551724138
4.5,3.67058823529412,3.67058823529412
4,3.06896551724138,3.06896551724138
5,3.67058823529412,3.67058823529412
3.5,3.30882352941176,3.30882352941176
5,3.67058823529412,3.67058823529412
4.5,3.67058823529412,3.67058823529412
4,3.67058823529412,3.67058823529412
3.5,3.67058823529412,3.67058823529412
3.5,3.67058823529412,3.67058823529412
4,3.67058823529412,3.67058823529412
3,3.06896551724138,3.06896551724138
5,3.67058823529412,3.67058823529412
2.5,3.06896551724138,3.06896551724138
2.5,3.30882352941176,3.30882352941176
3,3.30882352941176,3.30882352941176
2.5,3.06896551724138,3.06896551724138
2.5,3.67058823529412,3.67058823529412
2.5,3.67058823529412,3.67058823529412
2.5,3.67058823529412,3.67058823529412
2.5,3.67058823529412,3.67058823529412
